Name,User,Startdate,Enddate,trap_type,trap_code,trap_status,PBS_code,PBS_type,number_containers,Field_visit_completed,remarks,contact_person_name,contact_person_email,contact_person_tel,contact_remarks,PoE_name,PoE_code,PoE_type,PoE_street,PoE_municipality,PoE_website,PoE_remarks
M17E9O072SEP15,Isra Deblauwe,15-09-2017 02:00:00,13-10-2017 14:03:36,Oviposition trap,O072,Polystyrene gone,,,,Yes,,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17ABB010AUG29,Isra Deblauwe,29-08-2017 02:00:00,12-09-2017 13:59:54,BG-Sentinel trap,B010,Stopped working,,,,Yes,"positieve klem ontbreekt, dus maar 2 bat aangesloten - 12/09 - 3 bat geplaatst - sampling na +/- 1week - verplaatst naar buiten",Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17HAL015SEP04,Isra Deblauwe,04-09-2017 15:10:32,04-09-2017 15:10:35,Larval sampling,,,hal015,Tyre,8,Yes,tyres in field,,,,,,HA,,,,,
M17HAO301SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 16:25:18,Oviposition trap,O301,OK,,,,Yes,two dead mice,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17SPM042AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 10:39:03,Mosquito Magnet trap,M042,OK,,,,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17PZL007OKT11,Isra Deblauwe,11-10-2017 02:00:00,,Larval sampling,,,,,,No,,Van De Pitte Jan,,050 36 74 40,FAVV: Lieven Van De Wiele (PCE West-Vlaanderen: 050 30 37 14); Haven: Marieke Oosterloo (Harbour master's office: hkd@mbz.be); business intelligence director: Patrick Van Cauwenberghe (pvc@mbz.be),Port of Zeebrugge,PZ,Port,Werfkaai,Zeebrugge,,
M17AZM031AUG29,Isra Deblauwe,29-08-2017 02:00:00,12-09-2017 14:20:20,Mosquito Magnet trap,M031,OK,,,,Yes,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17MCO048OKT26,Isra Deblauwe,26-10-2017 02:00:00,24-11-2017 10:18:39,Oviposition trap,O048,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17ROL008SEP19,Isra Deblauwe,19-09-2017 02:00:00,,Larval sampling,,,,,,No,,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17BAL005SEP15,Isra Deblauwe,15-09-2017 02:00:00,,Larval sampling,,,,,,No,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17BAO068AUG18,Isra Deblauwe,18-08-2017 02:00:00,31-08-2017 14:14:26,Oviposition trap,O068,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17EBB013SEP13,Isra Deblauwe,13-09-2017 02:00:00,27-09-2017 10:26:45,BG-Sentinel trap,B013,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17SPO312SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 12:19:51,Oviposition trap,O312,OK,,,,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17HAO288SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 13:38:42,Oviposition trap,O288,Polystyrene gone,,,,Yes,trap gone,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17MBM037AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 11:18:51,Mosquito Magnet trap,M037,OK,,,,Yes,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17MBO187OKT31,Isra Deblauwe,31-10-2017 01:00:00,28-11-2017 09:06:48,Oviposition trap,O187,OK,,,,Yes,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17HAO286AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 16:50:00,Oviposition trap,O286,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17BAL004OKT13,Isra Deblauwe,13-10-2017 02:00:00,13-10-2017 12:18:57,Larval sampling,,,BAL004,Metal container,1,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17HAO298AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 14:02:06,Oviposition trap,O298,OK,,,,Yes,coordinate not taken,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17HAO298OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 12:17:03,Oviposition trap,O298,Polystyrene gone,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17E7O109OKT11,Isra Deblauwe,11-10-2017 02:00:00,08-11-2017 09:04:12,Oviposition trap,O109,OK,,,,Yes,,,inter-national@skynet.be,056 41 00 96,,E17 (A22) Inter Restaurant (Rekkem),E7,Parking lot,Paradijsstraat 40,Rekkem,,
M17SPB017NOV13,Isra Deblauwe,13-11-2017 01:00:00,27-11-2017 08:52:26,BG-Sentinel trap,B017,OK,,,,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17RAO144AUG22,Isra Deblauwe,22-08-2017 02:00:00,20-09-2017 15:28:10,Oviposition trap,O144,Polystyrene next to trap,,,,Yes,eaten by annimals,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17MCO048SEP28,Isra Deblauwe,28-09-2017 02:00:00,12-10-2017 15:10:32,Oviposition trap,O048,Polystyrene gone,,,,Yes,trap gone,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17BAO069AUG31,Isra Deblauwe,31-08-2017 02:00:00,28-09-2017 14:40:36,Oviposition trap,O069,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17HAO276SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 09:23:17,Oviposition trap,O276,Polystyrene next to trap,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17E4O175AUG22,Isra Deblauwe,22-08-2017 02:00:00,19-09-2017 10:43:23,Oviposition trap,O175,OK,,,,Yes,"dry, trap fallen over",,H6322@accor.com ,087 85 11 00,,E40 (A3) Hotel Ibis (Raeren),E4,Parking lot,Aire de repos de Lichtenbusch Autoroute E40 n°4,Raeren,https://www.accorhotels.com/nl/hotel-6322-ibis-budget-aachen-raeren-grenze/index.shtml#section-location ,
M17ETO250NOV03,Isra Deblauwe,03-11-2017 01:00:00,30-11-2017 07:39:45,Oviposition trap,O250,OK,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17HAO264OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 10:31:18,Oviposition trap,O264,Polystyrene gone,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17MCM028SEP28,Isra Deblauwe,28-09-2017 02:00:00,,Mosquito Magnet trap,M028,OK,,,,No,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17MCM028SEP14,Isra Deblauwe,14-09-2017 02:00:00,28-09-2017 09:39:37,Mosquito Magnet trap,M028,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17MCO047AUG17,Isra Deblauwe,17-08-2017 02:00:00,31-08-2017 14:05:34,Oviposition trap,O047,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17BAL008OKT13,Isra Deblauwe,13-10-2017 02:00:00,,Larval sampling,,,,,,No,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17ABO017SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 12:17:22,Oviposition trap,O017,OK,,,,Yes,,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17MCO049AUG17,Isra Deblauwe,17-08-2017 02:00:00,31-08-2017 14:06:13,Oviposition trap,O049,OK,,,,Yes,"dry, replaced trap on 31/8",Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17PZL009OKT11,Isra Deblauwe,11-10-2017 02:00:00,,Larval sampling,,,,,,No,,Van De Pitte Jan,,050 36 74 40,FAVV: Lieven Van De Wiele (PCE West-Vlaanderen: 050 30 37 14); Haven: Marieke Oosterloo (Harbour master's office: hkd@mbz.be); business intelligence director: Patrick Van Cauwenberghe (pvc@mbz.be),Port of Zeebrugge,PZ,Port,Werfkaai,Zeebrugge,,
M17ACO058AUG17,Isra Deblauwe,17-08-2017 02:00:00,31-08-2017 14:03:17,Oviposition trap,O058,OK,,,,Yes,al het water is verdampt- nu goed gevuld,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17HAO308SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 17:11:57,Oviposition trap,O308,Polystyrene gone,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17PZO097AUG30,Isra Deblauwe,30-08-2017 02:00:00,27-09-2017 08:49:31,Oviposition trap,O097,OK,,,,Yes,,Van De Pitte Jan,,050 36 74 40,FAVV: Lieven Van De Wiele (PCE West-Vlaanderen: 050 30 37 14); Haven: Marieke Oosterloo (Harbour master's office: hkd@mbz.be); business intelligence director: Patrick Van Cauwenberghe (pvc@mbz.be),Port of Zeebrugge,PZ,Port,Werfkaai,Zeebrugge,,
M17VPO233SEP08,Isra Deblauwe,08-09-2017 02:00:00,06-10-2017 11:11:32,Oviposition trap,O233,OK,,,,Yes,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17HAL006SEP04,Isra Deblauwe,04-09-2017 02:00:00,04-09-2017 11:38:20,Larval sampling,,,hal006,Tyre,5,Yes,tyres at farm,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17HAB016OKT02,Isra Deblauwe,02-10-2017 02:00:00,16-10-2017 09:56:33,BG-Sentinel trap,B016,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17ROO155AUG22,Isra Deblauwe,22-08-2017 02:00:00,20-09-2017 12:39:06,Oviposition trap,O155,OK,,,,Yes,,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17BAO069AUG18,Isra Deblauwe,18-08-2017 02:00:00,31-08-2017 14:14:38,Oviposition trap,O069,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17AZL003OKT10,Isra Deblauwe,10-10-2017 02:00:00,10-10-2017 12:52:28,Larval sampling,,,AZL003,Drainage,1,Yes,outside Swissport,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17AZO036AUG29,Isra Deblauwe,29-08-2017 02:00:00,26-09-2017 07:31:28,Oviposition trap,O055,OK,,,,Yes,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17MML013SEP05,Isra Deblauwe,05-09-2017 12:20:41,05-09-2017 12:20:46,Larval sampling,,,mml013,Plastic sheet,2,Yes,blue and black sheet on metal,,,,,,MM,,,,,
M17EBO088DEC20,Isra Deblauwe,20-12-2017 01:00:00,,Oviposition trap,O088,OK,,,,No,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17ALO257AUG25,Isra Deblauwe,25-08-2017 02:00:00,08-09-2017 11:46:01,Oviposition trap,O257,OK,,,,Yes,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17RAL005SEP19,Isra Deblauwe,19-09-2017 02:00:00,19-09-2017 16:43:51,Larval sampling,,,ral005,Plastic container,3,Yes,"1 pink and 2 transparent, around allotment garden",,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17EBO084AUG30,Isra Deblauwe,30-08-2017 02:00:00,27-09-2017 10:38:59,Oviposition trap,O084,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17HAM041OKT16,Isra Deblauwe,16-10-2017 02:00:00,30-10-2017 10:25:04,Mosquito Magnet trap,M041,OK,,,,Yes,"change tank + octenol, wait 10min, oranje led, wait 10min, no led, change battery wait 2h, no led, change trap M012, wait 20 min, orange led",Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17ETO243AUG25,Isra Deblauwe,25-08-2017 02:00:00,08-09-2017 09:49:30,Oviposition trap,O243,OK,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17ALO251AUG25,Isra Deblauwe,25-08-2017 02:00:00,08-09-2017 11:31:56,Oviposition trap,O251,OK,,,,Yes,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17HAM041OKT30,Isra Deblauwe,30-10-2017 01:00:00,13-11-2017 13:21:53,Mosquito Magnet trap,M041,Stopped working,,,,Yes,"new trap M012, 13/11 no led, purge, change battery and restart wait 20 min, red led flashing, tank still half full, change head M004, purge and restart, wait 50 min, still orange led, purge gas tank, recpnect",Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17PZO100OKT25,Isra Deblauwe,25-10-2017 02:00:00,22-11-2017 07:19:50,Oviposition trap,O100,OK,,,,Yes,,Van De Pitte Jan,,050 36 74 40,FAVV: Lieven Van De Wiele (PCE West-Vlaanderen: 050 30 37 14); Haven: Marieke Oosterloo (Harbour master's office: hkd@mbz.be); business intelligence director: Patrick Van Cauwenberghe (pvc@mbz.be),Port of Zeebrugge,PZ,Port,Werfkaai,Zeebrugge,,
M17HAL013SEP04,Isra Deblauwe,04-09-2017 14:17:07,04-09-2017 14:17:11,Larval sampling,,,hal013,Tyre,9,Yes,8 tyres under trees and 1 in field,,,,,,HA,,,,,
M17E2O115OKT23,Isra Deblauwe,23-10-2017 02:00:00,20-11-2017 13:42:03,Oviposition trap,O115,OK,,,,Yes, trap put behind tree,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17ATB009OKT24,Isra Deblauwe,24-10-2017 10:37:38,07-11-2017 10:37:40,BG-Sentinel trap,B009,OK,,,,Yes,,,,,,,AT,,,,,
M17ABO019SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 12:43:16,Oviposition trap,O019,Polystyrene next to trap,,,,Yes,,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17E2O118AUG28,Isra Deblauwe,28-08-2017 02:00:00,25-09-2017 12:03:07,Oviposition trap,O118,OK,,,,Yes,,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17EBM035NOV08,Isra Deblauwe,08-11-2017 01:00:00,22-11-2017 10:07:48,Mosquito Magnet trap,M035,Stopped working,,,,Yes,"red led flashing, tank empty ",Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17HAO280AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 16:25:50,Oviposition trap,O280,Polystyrene gone,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17VPO237NOV03,Isra Deblauwe,03-11-2017 01:00:00,30-11-2017 09:42:50,Oviposition trap,O237,OK,,,,Yes,new tyre with water next to old tyre,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17ACO055SEP28,Isra Deblauwe,28-09-2017 02:00:00,26-10-2017 11:14:17,Oviposition trap,O055,OK,,,,Yes,dry,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17ETO245NOV03,Isra Deblauwe,03-11-2017 01:00:00,30-11-2017 07:21:34,Oviposition trap,O245,OK,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17ALO255OKT06,Isra Deblauwe,06-10-2017 02:00:00,03-11-2017 11:52:29,Oviposition trap,O255,OK,,,,Yes,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17ETO244SEP08,Isra Deblauwe,08-09-2017 02:00:00,06-10-2017 09:27:58,Oviposition trap,O244,Polystyrene next to trap,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17EBO089OKT25,Isra Deblauwe,25-10-2017 02:00:00,22-11-2017 10:17:39,Oviposition trap,O089,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17E9O071AUG18,Isra Deblauwe,18-08-2017 02:00:00,15-09-2017 12:44:19,Oviposition trap,O071,Stopped working,,,,Yes,trap dryed out,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
