"Tube Number";"Sampling Code";"Genus";"Species";"Sex";"Number";"Box";"Storage of Box";"Status";"Identifier";"Date ID";"Comments"
"EM697";"N1M001Oct";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen"
"EM698";"M1M003W42";"Culex";"pipiens";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"1 prealar scale"
"EM699";"M1M003W38";"Aedes";"koreicus";"M";1;"M101";"KB25, closet 123";"Male";"Isra";2012/11/6 0:00:00;
"EM700";"M1M003W38";"Culex";"pipiens";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen"
"EM701";"M1M003W38";"Culex";"pipiens";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs"
"EM702";"M1M003W38";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs"
"EM703";"VPM004Oct";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;
"EM704";"VPM004Oct";"Culex";"pipiens/torrentium?";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no scales, 1 leg"
"EM705";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, scales"
"EM706";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Gravid";"Isra";2012/11/6 0:00:00;"no legs, scales"
"EM707";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs, scales"
"EM708";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs, scales"
"EM709";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs"
"EM710";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs"
"EM711";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs"
"EM712";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, scales"
"EM713";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 1 leg"
"EM714";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 2 legs"
"EM715";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, wings, scales"
"EM716";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs"
"EM717";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, 1 wing, abdomen broken"
"EM718";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 1 leg missing"
"EM719";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 1 leg"
"EM720";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, 1 prealar scale?"
"EM721";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, 1 wing, few scales"
"EM722";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 1 leg"
"EM723";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs, scales"
"EM724";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs"
"EM725";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, scales"
"EM726";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 2 legs"
"EM727";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 2 legs"
"EM728";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, scales"
"EM729";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 2 legs, 1 wing, dirty"
"EM730";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 2 legs, few scales"
"EM731";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 3 legs"
"EM732";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, scales"
"EM733";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs"
"EM734";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 2 legs"
"EM735";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs"
"EM736";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, scales, dirty, flat"
"EM737";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, scales"
"EM738";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, scales"
"EM739";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs"
"EM740";"ALM019Oct";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs"
"EM741";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, scales"
"EM742";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"No abdomen";"Isra";2012/11/6 0:00:00;"sticky, dirty, no legs, abdomen, wings, scales"
"EM743";"ALM019Oct";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no scales, 2 legs"
"EM744";"ALM019Oct";"Culex";"pipiens";"M";1;"AL01";"KB25, closet 123";"Male";"Isra";2012/11/6 0:00:00;"no legs"
"EM745";"3RM023Oct";"Culex";"pipiens";"F";1;"3R01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs"
"EM746";"3RM023Oct";"Culex";"pipiens/torrentium?";"F";1;"3R01";"KB25, closet 123";"Empty";"Charlotte";2012/11/6 0:00:00;"nectar in abdomen, no legs, scales"
"EM747";"3RM023Oct";"Culex";"pipiens";"F";1;"3R01";"KB25, closet 123";"Empty";"Charlotte";2012/11/6 0:00:00;"nectar in abdomen, no tarsi"
"EM748";"3RM023Oct";"Culex";"pipiens";"F";1;"3R01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs"
"EM749";"3RM023Oct";"Culex";"pipiens/torrentium?";"F";1;"3R01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 1 leg, few scales"
"EM750";"3RM023Oct";"Culex";"pipiens";"F";1;"3R01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs"
"EM751";"3RM023Oct";"Culex";"pipiens";"F";1;"3R01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs"
"EM752";"3RM023Oct";"Culex";"pipiens";"F";1;"3R01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs"
"EM753";"3RM023Oct";"Culex";"pipiens";"F";1;"3R01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"2 legs, flat"
"EM754";"3RM023Oct";"Anopheles";"plumbeus";"F";1;"3R01";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"flat, no legs, scales, antennae"
"EM755";"M1M003W40";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few scales, 1 leg missing"
"EM756";"M1M003W40";"Culex";"pipiens/torrentium?";"M";1;"M101";"KB25, closet 123";"Male";"Isra";2012/11/6 0:00:00;"no abdomen, legs, scales, 1 wing"
"EM757";"A1M018Oct";"Culex";"pipiens";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"1 leg missing"
"EM758";"A1M018Oct";"Culex";"pipiens";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 2 legs"
"EM759";"A1M018Oct";"Culex";"pipiens/torrentium?";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, prealar scales?"
"EM760";"A1M018Oct";"Culex";"pipiens/torrentium?";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, prealar scales?"
"EM761";"A1M018Oct";"Culex";"pipiens/torrentium?";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no scales"
"EM762";"A1M018Oct";"Culex";"pipiens";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no legs, wings"
"EM763";"A1M018Oct";"Culex";"pipiens";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 1 leg"
"EM764";"A1M018Oct";"Culex";"pipiens/torrentium?";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 1 leg missing, few scales"
"EM765";"A1M018Oct";"Culex";"pipiens";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 1 leg missing, few scales"
"EM766";"TRM021Oct";"Culex";"pipiens";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen"
"EM767";"TRM021Oct";"Culex";"pipiens/torrentium?";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs, scales"
"EM768";"TRM021Oct";"Culex";"pipiens/torrentium?";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs, scales"
"EM769";"TRM021Oct";"Culex";"pipiens";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs"
"EM770";"TRM021Oct";"Culex";"pipiens/torrentium?";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs, 1 wing"
"EM771";"TRM021Oct";"Culex";"pipiens";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs"
"EM772";"TRM021Oct";"Culex";"pipiens";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs"
"EM773";"TRM021Oct";"Culex";"pipiens";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs"
"EM774";"TRM021Oct";"Culex";"pipiens";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"no legs, 1 wing"
"EM775";"TRM021Oct";"Culex";"pipiens";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"complete"
"EM776";"TRM021Oct";"Culex";"pipiens";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs"
"EM777";"TRM021Oct";"Culex";"pipiens/torrentium?";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, 1 leg"
"EM778";"TRM021Oct";"Culex";"pipiens";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs"
"EM779";"TRM021Oct";"Culex";"pipiens";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, no legs"
"EM780";"TRM021Oct";"Culex";"pipiens/torrentium?";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, 1 leg"
"EM781";"TRM021Oct";"Culex";"pipiens/torrentium?";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs"
"EM782";"TRM021Oct";"Culex";"pipiens/torrentium?";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, no legs, wings"
"EM783";"TRM021Oct";"Culex";"pipiens";"M";1;"TR01";"KB25, closet 123";"Male";"Isra";2012/11/7 0:00:00;"no legs, dry"
"EM784";"TRM021Oct";"Anopheles";"plumbeus";"F";2;"TR01";"KB25, closet 123";"Gravid";"Isra";2012/11/7 0:00:00;"no legs, antennae"
"EM785";"TRM021Oct";"Anopheles";"plumbeus";"F";4;"TR01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"no legs"
"EM786";"ATM013Oct";"Culex";"pipiens/torrentium?";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs, scales"
"EM787";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs"
"EM788";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, 2 missing legs"
"EM789";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, 1 leg"
"EM790";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen"
"EM791";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen"
"EM792";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few legs"
"EM793";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"complete"
"EM794";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, 1 leg missing"
"EM795";"ATM013Oct";"Culex";"pipiens/torrentium?";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, 2 legs missing"
"EM796";"ATM013Oct";"Culex";"pipiens/torrentium?";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, few scales, 2 legs"
"EM797";"ATM013Oct";"Culex";"torrentium";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, 2 prealar scales, few legs"
"EM798";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"complete"
"EM799";"ATM013Oct";"Culex";"pipiens/torrentium?";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, 1 prealar scale, 2 legs"
"EM800";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"complete, nectar in abdomen"
"EM801";"ATM013Oct";"Culex";"pipiens/torrentium?";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, no legs, few scales, 1 wing"
"EM802";"ATM013Oct";"Culex";"pipiens/torrentium?";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, no legs, flat"
"EM803";"ATM013Oct";"Culex";"pipiens/torrentium?";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"1 leg missing, few scales"
"EM804";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"2 legs missing"
"EM805";"ATM013Oct";"Culex";"pipiens/torrentium?";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"nectar in abdomen, 2 legs missing"
"EM806";"ATM013Oct";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"complete, nectar in abdomen"
"EM807";"ATM013Oct";"Culex";"pipiens";"M";1;"AT01";"KB25, closet 123";"Male";"Isra";2012/11/7 0:00:00;"few legs"
"EM808";"ATM013Oct";"Culex";"pipiens";"M";1;"AT01";"KB25, closet 123";"Male";"Isra";2012/11/7 0:00:00;"1 leg"
"EM809";"ATM013Oct";"Anopheles";"plumbeus";"F";5;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"few legs, antennae"
"EM810";"ATM013Oct";"Anopheles";"plumbeus";"F";4;"AT01";"KB25, closet 123";"Empty";"Isra";2012/11/7 0:00:00;"no legs, few antennae"
