species;decimallatitude;decimallongitude;eventdate;day;month;year
Culex pipiens;;;2007-10-03T02:00Z;3;10;2007
Culex pipiens;51.108.669;375.142;2007-09-17T02:00Z;17;9;2007
Anopheles claviger;51.245.739;495.421;2007-08-28T02:00Z;28;8;2007
Anopheles maculipennis;51.038.521;566.941;2007-08-27T02:00Z;27;8;2007
Aedes cantans;50.079.689;434.853;2007-06-04T02:00Z;4;6;2007
Culex pipiens;51.245.739;495.421;2007-08-28T02:00Z;28;8;2007
Anopheles claviger;51.095.711;270.109;2007-08-19T02:00Z;19;8;2007
Culex pipiens;51.071.232;479.908;2007-06-18T02:00Z;18;6;2007
Culex pipiens;;;2007-06-30T02:00Z;30;6;2007
Culex pipiens;5.110.524;419.417;2007-09-17T02:00Z;17;9;2007
Coquillettidia richiardii;51.040.569;287.125;2007-08-12T02:00Z;12;8;2007
Aedes cinereus;50.614.239;474.053;2007-07-31T02:00Z;31;7;2007
Aedes cinereus;5.003.664;489.048;2007-06-18T02:00Z;18;6;2007
Culiseta annulata;51.107.479;395.249;2007-05-21T02:00Z;21;5;2007
Anopheles claviger;49.664.982;579.171;2007-07-23T02:00Z;23;7;2007
Culex territans;5.003.664;489.048;2007-06-18T02:00Z;18;6;2007
Culex pipiens;49.664.982;579.171;2007-07-23T02:00Z;23;7;2007
Culiseta annulata;5.110.524;419.417;2007-09-17T02:00Z;17;9;2007
Culex pipiens;;;2007-09-30T02:00Z;30;9;2007
Culex pipiens;5.128.685;504.774;2007-08-21T02:00Z;21;8;2007
Aedes cinereus;50.079.689;434.853;2007-06-04T02:00Z;4;6;2007
Culex pipiens;51.015.499;575.789;2007-05-06T02:00Z;6;5;2007
Anopheles claviger;51.249.722;541.704;2008-05-06T02:00Z;6;5;2008
Anopheles plumbeus;;;2007-10-03T02:00Z;3;10;2007
Anopheles claviger;5.003.664;489.048;2007-06-18T02:00Z;18;6;2007
Culex torrentium;51.108.669;375.142;2007-09-17T02:00Z;17;9;2007
Culex pipiens;51.021.278;406.449;2007-09-17T02:00Z;17;9;2007
Anopheles claviger;5.110.524;419.417;2007-09-17T02:00Z;17;9;2007
Aedes geniculatus;49.664.982;579.171;2007-07-23T02:00Z;23;7;2007
Culex pipiens;50.959.591;292.081;2007-08-12T02:00Z;12;8;2007
Culex pipiens;51.107.479;395.249;2007-05-21T02:00Z;21;5;2007
Culex pipiens;;;2007-09-30T02:00Z;30;9;2007
Coquillettidia richiardii;49.664.982;579.171;2007-07-23T02:00Z;23;7;2007
Anopheles claviger;51.040.569;287.125;2007-08-12T02:00Z;12;8;2007
Culex pipiens;510.205;257.915;2007-05-13T02:00Z;13;5;2007
Aedes cinereus;5.110.524;419.417;2007-09-17T02:00Z;17;9;2007
Anopheles plumbeus;51.095.711;270.109;2007-08-19T02:00Z;19;8;2007
Culiseta annulata;51.194.801;314.648;2007-08-26T02:00Z;26;8;2007
Culex pipiens;51.259.048;375.898;2007-09-03T02:00Z;3;9;2007
Anopheles plumbeus;5.110.524;419.417;2007-09-17T02:00Z;17;9;2007
Culex pipiens;51.040.569;287.125;2007-08-12T02:00Z;12;8;2007
Aedes punctor;49.664.982;579.171;2007-07-23T02:00Z;23;7;2007
Culex pipiens;51.095.711;270.109;2007-08-19T02:00Z;19;8;2007
Aedes geniculatus;;;2007-08-14T02:00Z;14;8;2007
Culiseta annulata;;;2007-08-14T02:00Z;14;8;2007
Anopheles claviger;50.079.689;434.853;2007-06-04T02:00Z;4;6;2007
Anopheles maculipennis;51.015.499;575.789;2007-05-06T02:00Z;6;5;2007
Culex torrentium;51.040.569;287.125;2007-08-12T02:00Z;12;8;2007
Culex pipiens;510.205;257.915;2007-05-13T02:00Z;13;5;2007
Culex torrentium;5.110.524;419.417;2007-09-17T02:00Z;17;9;2007
Culiseta annulata;5.110.524;419.417;2007-09-17T02:00Z;17;9;2007
Culex pipiens;50.638.302;508.521;2007-07-24T02:00Z;24;7;2007
Anopheles claviger;50.813.431;332.158;2007-09-23T02:00Z;23;9;2007
Culex pipiens;51.040.569;287.125;2007-08-12T02:00Z;12;8;2007
Culiseta annulata;51.040.569;287.125;2007-08-12T02:00Z;12;8;2007
Culex pipiens;51.259.048;375.898;2007-09-03T02:00Z;3;9;2007
Culex pipiens;51.194.801;314.648;2007-08-26T02:00Z;26;8;2007
Aedes cinereus;;;2007-08-14T02:00Z;14;8;2007
Culex pipiens;50.813.431;332.158;2007-09-23T02:00Z;23;9;2007
Anopheles claviger;50.997.269;500.904;2007-09-11T02:00Z;11;9;2007
Culex pipiens;51.107.479;395.249;2007-05-21T02:00Z;21;5;2007
Anopheles claviger;51.259.048;375.898;2007-09-03T02:00Z;3;9;2007
Anopheles plumbeus;4.972.028;572.881;2007-08-13T02:00Z;13;8;2007
Culex pipiens;5.109.877;343.778;2007-09-09T02:00Z;9;9;2007
Culiseta annulata;50.813.431;332.158;2007-09-23T02:00Z;23;9;2007
Culex pipiens;50.839.458;319.386;2007-09-23T02:00Z;23;9;2007
Culiseta annulata;;;2007-05-29T02:00Z;29;5;2007
Culiseta annulata;51.040.569;287.125;2007-08-12T02:00Z;12;8;2007
Anopheles plumbeus;50.079.689;434.853;2007-06-04T02:00Z;4;6;2007
Culex pipiens;50.868.038;28.611;2007-08-05T02:00Z;5;8;2007
Aedes cinereus;51.021.278;406.449;2007-09-17T02:00Z;17;9;2007
Anopheles plumbeus;50.868.038;28.611;2007-08-05T02:00Z;5;8;2007
Anopheles plumbeus;51.107.479;395.249;2007-05-21T02:00Z;21;5;2007
Culex pipiens;50.813.431;332.158;2007-09-23T02:00Z;23;9;2007
Anopheles claviger;51.259.048;375.898;2007-09-03T02:00Z;3;9;2007
Culiseta annulata;51.095.711;270.109;2007-08-19T02:00Z;19;8;2007
Culex pipiens;50.997.269;500.904;2007-09-11T02:00Z;11;9;2007
Anopheles plumbeus;;;2007-05-29T02:00Z;29;5;2007
Culiseta annulata;51.107.479;395.249;2007-05-21T02:00Z;21;5;2007
Culex pipiens;50.839.458;319.386;2007-09-23T02:00Z;23;9;2007
Culex pipiens;5.099.184;374.767;2007-08-27T02:00Z;27;8;2007
Culex pipiens;50.868.038;28.611;2007-08-05T02:00Z;5;8;2007
Aedes caspius;50.997.269;500.904;2007-09-11T02:00Z;11;9;2007
Culex torrentium;5.109.877;343.778;2007-09-09T02:00Z;9;9;2007
Culex pipiens;;;2007-09-11T02:00Z;11;9;2007
Anopheles plumbeus;;;2007-09-11T02:00Z;11;9;2007
Culex torrentium;51.194.801;314.648;2007-08-26T02:00Z;26;8;2007
Culex torrentium;50.985.901;285.957;2007-09-26T02:00Z;26;9;2007
Aedes geniculatus;49.736.198;574.662;2007-08-13T02:00Z;13;8;2007
Culex pipiens;50.612.141;414.795;2007-05-15T02:00Z;15;5;2007
Culex pipiens;5.099.184;374.767;2007-08-27T02:00Z;27;8;2007
Culiseta annulata;50.839.458;319.386;2007-09-23T02:00Z;23;9;2007
Culex pipiens;50.959.591;292.081;2007-08-12T02:00Z;12;8;2007
Culiseta annulata;50.997.269;500.904;2007-09-11T02:00Z;11;9;2007
Culex pipiens;51.021.278;406.449;2007-09-17T02:00Z;17;9;2007
Culex pipiens;5.079.034;491.439;2007-06-26T02:00Z;26;6;2007
Culex pipiens;5.109.877;343.778;2007-09-09T02:00Z;9;9;2007
Culex pipiens;50.812.061;278.676;2007-07-29T02:00Z;29;7;2007
Anopheles claviger;50.544.689;372.614;2007-07-23T02:00Z;23;7;2007
Aedes cantans;;;2007-05-29T02:00Z;29;5;2007
Culex pipiens;50.612.141;414.795;2007-05-15T02:00Z;15;5;2007
Culex pipiens;51.093.159;396.525;2007-06-04T02:00Z;4;6;2007
Anopheles claviger;5.115.683;277.039;2007-05-27T02:00Z;27;5;2007
Culiseta annulata;51.093.159;396.525;2007-06-04T02:00Z;4;6;2007
Anopheles claviger;50.812.061;278.676;2007-07-29T02:00Z;29;7;2007
Culex pipiens;50.812.061;278.676;2007-07-29T02:00Z;29;7;2007
Culex pipiens;50.985.901;285.957;2007-09-26T02:00Z;26;9;2007
Culex pipiens;49.736.198;574.662;2007-08-13T02:00Z;13;8;2007
Culiseta annulata;5.115.683;277.039;2007-05-27T02:00Z;27;5;2007
Culex pipiens;4.972.028;572.881;2007-08-13T02:00Z;13;8;2007
Culex pipiens;5.039.222;430.702;2007-05-21T02:00Z;21;5;2007
Culex pipiens;4.997.369;526.003;2007-05-29T02:00Z;29;5;2007
Culex pipiens;50.997.269;500.904;2007-09-11T02:00Z;11;9;2007
Anopheles claviger;50.868.038;28.611;2007-08-05T02:00Z;5;8;2007
Culex pipiens;5.120.118;494.829;2007-09-04T02:00Z;4;9;2007
Culex torrentium;;;2007-09-11T02:00Z;11;9;2007
Culex pipiens;50.578.678;554.327;2007-07-29T02:00Z;29;7;2007
Culex pipiens;;;2007-09-11T02:00Z;11;9;2007
Culex pipiens;51.194.801;314.648;2007-08-26T02:00Z;26;8;2007
Aedes annulipes;51.000.481;451.305;2007-06-26T02:00Z;26;6;2007
Culex pipiens;5.079.034;491.439;2007-06-26T02:00Z;26;6;2007
Culex pipiens;49.736.198;574.662;2007-08-13T02:00Z;13;8;2007
Culiseta annulata;;;2007-09-11T02:00Z;11;9;2007
Culex torrentium;50.578.678;554.327;2007-07-29T02:00Z;29;7;2007
;4.972.028;572.881;2007-08-13T02:00Z;13;8;2007
Culex pipiens;50.338.959;504.488;2007-09-24T02:00Z;24;9;2007
Culex pipiens;50.555.061;341.264;2007-07-30T02:00Z;30;7;2007
Culex pipiens;50.544.689;372.614;2007-07-23T02:00Z;23;7;2007
Aedes vexans;50.555.061;341.264;2007-07-30T02:00Z;30;7;2007
Culex torrentium;49.736.198;574.662;2007-08-13T02:00Z;13;8;2007
Culex pipiens;50.399.368;476.138;2007-07-30T02:00Z;30;7;2007
Culiseta annulata;;;2007-07-02T02:00Z;2;7;2007
Culex pipiens;51.000.481;451.305;2007-06-26T02:00Z;26;6;2007
Anopheles plumbeus;50.338.959;504.488;2007-09-24T02:00Z;24;9;2007
Culiseta annulata;5.098.587;28.596;2007-09-26T02:00Z;26;9;2007
Culex pipiens;;;2007-07-02T02:00Z;2;7;2007
Aedes cinereus;51.328.918;501.054;2007-08-14T02:00Z;14;8;2007
Anopheles claviger;5.120.118;494.829;2007-09-04T02:00Z;4;9;2007
Coquillettidia richiardii;50.812.061;278.676;2007-07-29T02:00Z;29;7;2007
Culex torrentium;5.098.587;28.596;2007-09-26T02:00Z;26;9;2007
Anopheles claviger;50.985.901;285.957;2007-09-26T02:00Z;26;9;2007
Culiseta annulata;51.328.918;501.054;2007-08-14T02:00Z;14;8;2007
;50.578.678;554.327;2007-07-29T02:00Z;29;7;2007
Aedes cantans;5.120.118;494.829;2007-09-04T02:00Z;4;9;2007
Culex pipiens;51.130.169;490.037;2007-06-18T02:00Z;18;6;2007
Culex pipiens;50.578.678;554.327;2007-07-29T02:00Z;29;7;2007
Culex pipiens;50.985.901;285.957;2007-09-26T02:00Z;26;9;2007
Aedes punctor;51.328.918;501.054;2007-08-14T02:00Z;14;8;2007
Culex pipiens;5.120.118;494.829;2007-09-04T02:00Z;4;9;2007
Culex pipiens;5.139.975;471.712;2007-05-14T02:00Z;14;5;2007
Anopheles plumbeus;5.119.228;483.718;2007-08-04T02:00Z;4;8;2007
Culex pipiens;5.098.587;28.596;2007-09-26T02:00Z;26;9;2007
Culex pipiens;5.098.587;28.596;2007-09-26T02:00Z;26;9;2007
Culex pipiens;51.318.081;507.372;2007-08-21T02:00Z;21;8;2007
Culex pipiens;50.338.959;504.488;2007-09-24T02:00Z;24;9;2007
Anopheles plumbeus;50.338.959;504.488;2007-09-24T02:00Z;24;9;2007
Culex torrentium;51.318.081;507.372;2007-08-21T02:00Z;21;8;2007
Aedes cinereus;5.120.118;494.829;2007-09-04T02:00Z;4;9;2007
Culiseta annulata;5.098.587;28.596;2007-09-26T02:00Z;26;9;2007
Culex pipiens;51.318.081;507.372;2007-08-21T02:00Z;21;8;2007
Aedes punctor;50.516.811;588.244;2007-05-29T02:00Z;29;5;2007
Aedes vexans;51.328.918;501.054;2007-08-14T02:00Z;14;8;2007
Culex pipiens;50.544.689;372.614;2007-07-23T02:00Z;23;7;2007
Culex pipiens;5.139.975;471.712;2007-05-14T02:00Z;14;5;2007
Culiseta annulata;51.000.481;451.305;2007-06-26T02:00Z;26;6;2007
Culiseta annulata;50.985.901;285.957;2007-09-26T02:00Z;26;9;2007
Culex pipiens;51.328.918;501.054;2007-08-14T02:00Z;14;8;2007
Aedes vexans;51.000.481;451.305;2007-06-26T02:00Z;26;6;2007
Aedes cantans;51.162.338;476.624;2007-06-11T02:00Z;11;6;2007
Aedes geniculatus;51.000.481;451.305;2007-06-26T02:00Z;26;6;2007
Aedes cinereus;51.000.481;451.305;2007-06-26T02:00Z;26;6;2007
Aedes punctor;5.119.228;483.718;2007-08-04T02:00Z;4;8;2007
Culex pipiens;51.328.918;501.054;2007-08-14T02:00Z;14;8;2007
Anopheles claviger;51.000.481;451.305;2007-06-26T02:00Z;26;6;2007
Aedes punctor;51.318.081;507.372;2007-08-21T02:00Z;21;8;2007
Aedes cantans;51.450.142;506.892;2007-05-21T02:00Z;21;5;2007
Culiseta annulata;5.120.499;28.744;2007-09-20T02:00Z;20;9;2007
Culex pipiens;5.120.499;28.744;2007-09-20T02:00Z;20;9;2007
Aedes rusticus;51.450.142;506.892;2007-05-21T02:00Z;21;5;2007
Aedes cantans;5.109.938;426.412;2007-06-04T02:00Z;4;6;2007
Aedes cantans;51.450.142;506.892;2007-05-21T02:00Z;21;5;2007
Culiseta morsitans;;;2007-05-29T02:00Z;29;5;2007
Aedes cinereus;51.318.081;507.372;2007-08-21T02:00Z;21;8;2007
Culex pipiens;5.119.228;483.718;2007-08-04T02:00Z;4;8;2007
Anopheles claviger;50.516.811;588.244;2007-05-29T02:00Z;29;5;2007
Culiseta annulata;51.372.688;485.191;2007-05-14T02:00Z;14;5;2007
Culex pipiens;5.119.228;483.718;2007-08-04T02:00Z;4;8;2007
Aedes communis;51.450.142;506.892;2007-05-21T02:00Z;21;5;2007
Anopheles plumbeus;51.000.481;451.305;2007-06-26T02:00Z;26;6;2007
Culiseta annulata;51.243.172;459.468;2007-07-24T02:00Z;24;7;2007
Culiseta annulata;51.000.481;451.305;2007-06-26T02:00Z;26;6;2007
Anopheles claviger;5.135.952;335.294;2007-09-20T02:00Z;20;9;2007
Coquillettidia richiardii;51.000.481;451.305;2007-06-26T02:00Z;26;6;2007
Anopheles plumbeus;51.450.142;506.892;2007-05-21T02:00Z;21;5;2007
Aedes japonicus;50.338.959;504.488;2007-09-24T02:00Z;24;9;2007
Culex pipiens;51.000.481;451.305;2007-06-26T02:00Z;26;6;2007
Culex pipiens;50.338.959;504.488;2007-09-24T02:00Z;24;9;2007
;51.130.169;490.037;2007-06-18T02:00Z;18;6;2007
Culex pipiens;51.130.169;490.037;2007-06-18T02:00Z;18;6;2007
Culex torrentium;51.130.169;490.037;2007-06-18T02:00Z;18;6;2007
Culex pipiens;51.243.172;459.468;2007-07-24T02:00Z;24;7;2007
Culex pipiens;51.372.688;485.191;2007-05-14T02:00Z;14;5;2007
Culiseta annulata;51.450.142;506.892;2007-05-21T02:00Z;21;5;2007
Aedes punctor;51.372.688;485.191;2007-05-14T02:00Z;14;5;2007
Culex pipiens;51.350.769;440.976;2007-07-31T02:00Z;31;7;2007
Aedes punctor;51.450.142;506.892;2007-05-21T02:00Z;21;5;2007
Culex torrentium;51.350.769;440.976;2007-07-31T02:00Z;31;7;2007
Culex torrentium;5.119.228;483.718;2007-08-04T02:00Z;4;8;2007
Aedes vexans;50.964.642;565.604;2007-08-20T02:00Z;20;8;2007
Aedes japonicus;50.338.959;504.488;2007-09-24T02:00Z;24;9;2007
Anopheles claviger;51.450.142;506.892;2007-05-21T02:00Z;21;5;2007
Aedes communis;51.162.338;476.624;2007-06-11T02:00Z;11;6;2007
Culiseta annulata;5.109.938;426.412;2007-06-04T02:00Z;4;6;2007
Aedes punctor;51.407.959;504.527;2007-05-21T02:00Z;21;5;2007
Aedes vexans;51.198.589;477.214;2007-06-04T02:00Z;4;6;2007
Culex pipiens;51.450.142;506.892;2007-05-21T02:00Z;21;5;2007
Culex pipiens;50.338.959;504.488;2007-09-24T02:00Z;24;9;2007
Culex pipiens;51.162.338;476.624;2007-06-11T02:00Z;11;6;2007
Culex pipiens;51.350.769;440.976;2007-07-31T02:00Z;31;7;2007
Aedes cinereus;51.162.338;476.624;2007-06-11T02:00Z;11;6;2007
Aedes geniculatus;50.951.191;554.798;2007-08-20T02:00Z;20;8;2007
Aedes cinereus;5.109.938;426.412;2007-06-04T02:00Z;4;6;2007
Culex torrentium;50.338.959;504.488;2007-09-24T02:00Z;24;9;2007
Aedes annulipes;5.109.938;426.412;2007-06-04T02:00Z;4;6;2007
Culex pipiens;50.951.191;554.798;2007-08-20T02:00Z;20;8;2007
Aedes punctor;51.162.338;476.624;2007-06-11T02:00Z;11;6;2007
Culex torrentium;;;2007-08-21T02:00Z;21;8;2007
Culex pipiens;5.135.952;335.294;2007-09-20T02:00Z;20;9;2007
Anopheles plumbeus;51.162.338;476.624;2007-06-11T02:00Z;11;6;2007
Culex torrentium;50.656.719;610.994;2007-09-09T02:00Z;9;9;2007
Culex pipiens;50.511.021;607.473;2007-09-02T02:00Z;2;9;2007
Aedes cinereus;50.951.191;554.798;2007-08-20T02:00Z;20;8;2007
Culex pipiens;5.109.938;426.412;2007-06-04T02:00Z;4;6;2007
Aedes cantans;51.000.629;451.725;2007-06-26T02:00Z;26;6;2007
Aedes cinereus;51.450.142;506.892;2007-05-21T02:00Z;21;5;2007
Culiseta annulata;51.220.001;4.42;2007-06-26T02:00Z;26;6;2007
Culex pipiens;51.243.172;459.468;2007-07-24T02:00Z;24;7;2007
Coquillettidia richiardii;51.220.001;4.42;2007-06-26T02:00Z;26;6;2007
Culiseta annulata;51.326.191;316.872;2007-09-19T02:00Z;19;9;2007
Aedes punctor;50.656.719;610.994;2007-09-09T02:00Z;9;9;2007
Aedes cinereus;51.407.959;504.527;2007-05-21T02:00Z;21;5;2007
Aedes communis;51.407.959;504.527;2007-05-21T02:00Z;21;5;2007
Culex pipiens;5.135.952;335.294;2007-09-20T02:00Z;20;9;2007
Aedes punctor;50.511.021;607.473;2007-09-02T02:00Z;2;9;2007
Aedes cinereus;51.350.769;440.976;2007-07-31T02:00Z;31;7;2007
Culex pipiens;50.656.719;610.994;2007-09-09T02:00Z;9;9;2007
Culex pipiens;51.407.959;504.527;2007-05-21T02:00Z;21;5;2007
Culiseta annulata;51.326.191;316.872;2007-09-19T02:00Z;19;9;2007
Culex torrentium;50.511.021;607.473;2007-09-02T02:00Z;2;9;2007
Anopheles plumbeus;50.493.839;521.916;2007-07-23T02:00Z;23;7;2007
Culex pipiens;51.326.191;316.872;2007-09-19T02:00Z;19;9;2007
Culiseta annulata;5.135.952;335.294;2007-09-20T02:00Z;20;9;2007
Culex pipiens;;;2007-08-21T02:00Z;21;8;2007
Anopheles claviger;51.326.191;316.872;2007-09-19T02:00Z;19;9;2007
Culex pipiens;50.263.248;603.167;2007-09-10T02:00Z;10;9;2007
Culex pipiens;51.000.629;451.725;2007-06-26T02:00Z;26;6;2007
Culex pipiens;50.511.021;607.473;2007-09-02T02:00Z;2;9;2007
Culiseta annulata;50.596.451;504.925;2007-06-03T02:00Z;3;6;2007
Aedes detritus;5.135.952;335.294;2007-09-20T02:00Z;20;9;2007
Culex pipiens;51.091.251;512.517;2007-09-03T02:00Z;3;9;2007
Coquillettidia richiardii;51.243.172;459.468;2007-07-24T02:00Z;24;7;2007
Aedes cinereus;;;2007-07-24T02:00Z;24;7;2007
Culex pipiens;;;2007-08-21T02:00Z;21;8;2007
Aedes cinereus;50.964.642;565.604;2007-08-20T02:00Z;20;8;2007
Anopheles plumbeus;50.656.719;610.994;2007-09-09T02:00Z;9;9;2007
Anopheles plumbeus;51.220.001;4.42;2007-06-26T02:00Z;26;6;2007
Culex torrentium;50.263.248;603.167;2007-09-10T02:00Z;10;9;2007
Culex pipiens;51.220.001;4.42;2007-06-26T02:00Z;26;6;2007
Anopheles claviger;;;2007-07-24T02:00Z;24;7;2007
Coquillettidia richiardii;51.000.629;451.725;2007-06-26T02:00Z;26;6;2007
Culex pipiens;50.786.789;532.169;2007-05-27T02:00Z;27;5;2007
Culex pipiens;51.220.001;4.42;2007-06-26T02:00Z;26;6;2007
Aedes rusticus;50.786.789;532.169;2007-05-27T02:00Z;27;5;2007
Aedes caspius;51.000.629;451.725;2007-06-26T02:00Z;26;6;2007
Anopheles plumbeus;51.213.581;419.383;2007-07-02T02:00Z;2;7;2007
Culex pipiens;50.786.789;532.169;2007-05-27T02:00Z;27;5;2007
Aedes cinereus;;;2007-08-21T02:00Z;21;8;2007
Anopheles maculipennis;50.493.839;521.916;2007-07-23T02:00Z;23;7;2007
Culex pipiens;51.068.588;467.661;2007-09-11T02:00Z;11;9;2007
Culex pipiens;51.000.629;451.725;2007-06-26T02:00Z;26;6;2007
Culex pipiens;50.841.381;548.342;2007-08-06T02:00Z;6;8;2007
Culex pipiens;;;2007-08-07T02:00Z;7;8;2007
Anopheles plumbeus;50.786.789;532.169;2007-05-27T02:00Z;27;5;2007
Culiseta annulata;;;2007-07-24T02:00Z;24;7;2007
Culiseta annulata;;;2007-08-07T02:00Z;7;8;2007
Culex pipiens;51.288.921;450.475;2007-05-07T02:00Z;7;5;2007
Culiseta annulata;51.000.629;451.725;2007-06-26T02:00Z;26;6;2007
Culex pipiens;50.964.642;565.604;2007-08-20T02:00Z;20;8;2007
Culex pipiens;;;2007-07-24T02:00Z;24;7;2007
Culiseta annulata;51.068.588;467.661;2007-09-11T02:00Z;11;9;2007
Culex torrentium;50.493.839;521.916;2007-07-23T02:00Z;23;7;2007
Aedes communis;51.288.921;450.475;2007-05-07T02:00Z;7;5;2007
Anopheles maculipennis;51.220.001;4.42;2007-06-26T02:00Z;26;6;2007
Culex torrentium;51.068.588;467.661;2007-09-11T02:00Z;11;9;2007
Anopheles plumbeus;51.091.251;512.517;2007-09-03T02:00Z;3;9;2007
Culex pipiens;50.841.381;548.342;2007-08-06T02:00Z;6;8;2007
Culex pipiens;50.487.282;612.622;2007-09-02T02:00Z;2;9;2007
Culex pipiens;51.068.588;467.661;2007-09-11T02:00Z;11;9;2007
Culex pipiens;50.493.839;521.916;2007-07-23T02:00Z;23;7;2007
Culex torrentium;50.487.282;612.622;2007-09-02T02:00Z;2;9;2007
Culiseta annulata;;;2007-07-24T02:00Z;24;7;2007
Culex pipiens;50.586.349;38.835;2007-07-03T02:00Z;3;7;2007
Culex pipiens;50.053.848;516.297;2007-08-27T02:00Z;27;8;2007
Aedes punctor;50.403.149;478.693;2007-07-30T02:00Z;30;7;2007
Culex pipiens;;;2007-07-02T02:00Z;2;7;2007
Culex pipiens;50.586.349;38.835;2007-07-03T02:00Z;3;7;2007
Anopheles claviger;51.068.588;467.661;2007-09-11T02:00Z;11;9;2007
Culiseta annulata;51.288.921;450.475;2007-05-07T02:00Z;7;5;2007
Aedes punctor;50.487.282;612.622;2007-09-02T02:00Z;2;9;2007
Aedes geniculatus;49.641.682;559.316;2007-08-06T02:00Z;6;8;2007
Culex pipiens;49.936.401;57.544;2007-01-01T01:00Z;1;1;2007
Culex pipiens;5.049.971;50.052;2007-06-10T02:00Z;10;6;2007
Culiseta annulata;51.068.588;467.661;2007-09-11T02:00Z;11;9;2007
Anopheles maculipennis;51.000.629;451.725;2007-06-26T02:00Z;26;6;2007
Culiseta annulata;50.586.349;38.835;2007-07-03T02:00Z;3;7;2007
Culex pipiens;51.112.289;383.616;2007-07-02T02:00Z;2;7;2007
Culex pipiens;50.903.439;445.121;2007-06-25T02:00Z;25;6;2007
Culex torrentium;5.070.015;590.527;2007-09-09T02:00Z;9;9;2007
Culex pipiens;51.091.251;512.517;2007-09-03T02:00Z;3;9;2007
Culex torrentium;5.049.971;50.052;2007-06-10T02:00Z;10;6;2007
Culex pipiens;50.903.721;445.605;2007-07-04T02:00Z;4;7;2007
Anopheles plumbeus;51.112.289;383.616;2007-07-02T02:00Z;2;7;2007
Culex pipiens;50.586.632;388.663;2007-07-03T02:00Z;3;7;2007
Culex pipiens;50.586.632;388.663;2007-07-03T02:00Z;3;7;2007
Anopheles plumbeus;50.404.228;503.279;2007-08-29T02:00Z;29;8;2007
Culex pipiens;4.968.737;560.942;2007-08-07T02:00Z;7;8;2007
Culex pipiens;51.213.581;419.383;2007-07-02T02:00Z;2;7;2007
Culex pipiens;50.338.959;504.488;2007-07-01T02:00Z;1;7;2007
Culex pipiens;5.070.015;590.527;2007-09-09T02:00Z;9;9;2007
Culex pipiens;50.423.012;502.433;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.567.421;391.616;2007-01-01T01:00Z;1;1;2007
Culex pipiens;4.963.842;583.749;2007-08-06T02:00Z;6;8;2007
Culex pipiens;5.049.971;50.052;2007-06-10T02:00Z;10;6;2007
Culex pipiens;5.070.015;590.527;2007-09-09T02:00Z;9;9;2007
Culex pipiens;50.056.469;565.612;2007-08-28T02:00Z;28;8;2007
Culex pipiens;4.991.824;566.827;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.641.682;559.316;2007-08-06T02:00Z;6;8;2007
Anopheles claviger;50.586.349;38.835;2007-07-03T02:00Z;3;7;2007
Culex torrentium;50.567.421;391.616;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.596.451;504.925;2007-06-03T02:00Z;3;6;2007
Culex pipiens;50.403.149;478.693;2007-07-30T02:00Z;30;7;2007
Culex pipiens;50.423.012;502.433;2007-01-01T01:00Z;1;1;2007
Culex pipiens;4.991.824;566.827;2007-01-01T01:00Z;1;1;2007
Anopheles plumbeus;49.641.682;559.316;2007-08-06T02:00Z;6;8;2007
Culex pipiens;5.062.846;388.423;2007-05-14T02:00Z;14;5;2007
Culex pipiens;;;2007-08-07T02:00Z;7;8;2007
Culex pipiens;50.420.231;514.318;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.936.401;57.544;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.420.231;514.318;2007-01-01T01:00Z;1;1;2007
Culex pipiens;4.986.071;544.725;2007-08-14T02:00Z;14;8;2007
Culex pipiens;5.025.565;526.384;2007-09-11T02:00Z;11;9;2007
Anopheles plumbeus;49.952.309;51.935;2007-09-10T02:00Z;10;9;2007
Anopheles plumbeus;49.723.289;573.625;2007-08-13T02:00Z;13;8;2007
Culex pipiens;50.286.079;428.583;2007-01-01T01:00Z;1;1;2007
Aedes geniculatus;50.403.149;478.693;2007-07-30T02:00Z;30;7;2007
Culex pipiens;50.596.451;504.925;2007-06-03T02:00Z;3;6;2007
Culex pipiens;4.963.842;583.749;2007-08-06T02:00Z;6;8;2007
Culex pipiens;50.193.439;447.679;2007-09-03T02:00Z;3;9;2007
Culex pipiens;4.986.071;544.725;2007-08-14T02:00Z;14;8;2007
Culex pipiens;50.567.421;391.616;2007-01-01T01:00Z;1;1;2007
Culex pipiens;5.008.646;555.375;2007-09-04T02:00Z;4;9;2007
Aedes geniculatus;49.952.309;51.935;2007-09-10T02:00Z;10;9;2007
Culex pipiens;49.952.309;51.935;2007-09-10T02:00Z;10;9;2007
Culex pipiens;51.321.152;467.773;2007-05-28T02:00Z;28;5;2007
Anopheles plumbeus;50.209.358;526.037;2007-09-17T02:00Z;17;9;2007
Aedes geniculatus;49.884.918;510.768;2007-09-09T02:00Z;9;9;2007
Anopheles plumbeus;5.018.996;428.271;2007-01-01T01:00Z;1;1;2007
Anopheles claviger;49.723.289;573.625;2007-08-13T02:00Z;13;8;2007
